t1bEBr1LdBQtHun7B5L82R65FgpWyyWFx8L,RSdmvBomouuGP9RUc5J2NoJYCRnVqT3j5V,651500.00000000
t1MRFp9u6jUbGi5ZcHfiC45SAseKxrdSPa2,RCpqtLNFMycFBSsupQtC1nfTPFbUihJ2ir,149997.15000001
t1fP8gn1J4tsipsKuLZhUQPjTM6vQfjboTV,RWnikxUShPthJEeCsJsUN6xjriBvV3sUur,120123.74172523
t1bK5SrcY1qDLgCxP4Yrb7oQs1B99ryqr1U,RSifX35geLEK9aGgbJ2b5We9WnQfnBoqb9,117585.40999000
t1ZAEbU7CgRYH2tLWnvkyF9C5qUJEGRyiNj,RQZpfeaMJvZFWFepKfvyCrRNM5Zk9XBpZw,109907.09040312
t1QAwax9sidmTLoe1oDHvRAgJ3nLTJzi9No,RFaXf8d2M8nRpAxKKxTvNsuaZPbyA9kYCQ,84189.94161954
t1PffYHArRaYJuVC2PfhzDpE2Dw9jeo2vST,RF5FcTe145ZHNrWKvQszBXTJjYRFYxfC8p,81288.93987000
t1SLPBYbFdqwoRrCPA5Ys82XhpJvwMfiTJX,RHjyFj4QGLxmuDWggpis5jkzKvCTFXsssb,67992.26934870
t1X8TYzSXrnFNEXB667xyxbBeZdZu3FYHhG,RNY3dAugVHGLhtVPcs8yvJQw5EqQw2VvXQ,66444.76248529
t1ePRSufX28qtnZm1YTMaa1NGghYp9LDefD,RVo1X68fedrsFw5K5CXaXibZCJpL6KJGSo,53455.00000000
t1Zcyg25qow8E4okgJmUzTG9c2Lc1ihZFYB,RR2ZkCYzSS9CYB4yqWezQyNtXwsXdHTwoi,50086.96000000
t1gdx9Nagh6JsVxG2GwUaVQujpbBHznkxZW,RY3YDZ3qKbKqyKaKogeaT892LCSor2AMAo,50000.09556600
t1J9DGXbPb2MCRtUdVxBz4ERY7vjQQLXnD7,R9YoLi4YDXNAuFnw2hMz1wepdXzvHrX7GK,43520.55608576
t1cBcdPMU9QNWtxpLNSALQnC1cM3hLKEaus,RTbChZpcmuPVNL8duBLLNVRJ7xKDDp7Btz,43418.00322967
t1RRMMtCCZcE5mnkw5KJH6PYoQQCCuwJX9q,RGpwS4fMC7F4FA5Ec4UH46n5v1TiopP4iM,42439.18895036
t1PY4mbgRijmwYNawPFkj3kaUcq1ZqQrYU6,REweqn9aMEnv1juEuzvj1Tom8SH5htfRXw,42056.09694736
t1apGazpBUq3Kz7ZwqrRJpPDLa14vSJZsDx,RSDrfBHL7L4JTUtFNbbJn6Sd5cLSNWrcTY,41190.61272188
t1VhzEoupqVVJoYaMaSZ534hD77L3MFFAXr,RM7aJzNyTzWHGutf7Bj4zmvVcibZCnvXKS,40576.26468200
t1TTYQ1ASAhPB8p2CN5RYYytomLK2uKj63m,RJs8UBdaoCQ9cBLVtpbYWh86GwaYmsf3Gx,39030.53477695
t1PnhtnPShP6HQ4TYRozYhwEdy92HbEUmzV,RFCHxxrbKt7FsRmqxZAYfeTvUkHoVpqEso,36569.35257703
t1c98qEKiSqdPo2AMxps8eg2CNSd9HnngZs,RTYiuQns5LeNGPUfVa38cPFUt3tfAWD2Q6,33080.70890000
t1Y8zyEbeGrKuidVLYCj19QB3QbLpkXNjhw,RPYb3R4nuMLtBzoe4wu177QKvCcLfmgvQe,32803.65788135
t1LFZAMKz2A7MkL5iTYcocdmFTGtUTuCGi5,RBf9EXo8ef8LDhQ1zHnoaLzXxt9zGeS2zA,30926.61275567
t1TVjvLhMdCavmrqbGzYvjngCs9uG6SDEbR,RJuKzXAWFhbuFE9tojivhVuVNmAmwLUakJ,30148.22456840
t1Pw9aqf7QxjC9SfSF9BFxNpXTH2UePZ3As,RFLjf28G3TkAcoyjmtMFv63oxtHzbGdYtT,29950.72730458
t1KttMaacGw17oFitV448TGfwM2yovm4g6Q,RBJURm3kuS26Gd3C1oE8QyuDreFKpkNT2Z,29279.80000000
t1dP4JJPbQv39ECMCzdihikS62Qi6DqkgJY,RUneNUrk3R47hZfWXNthgTfNY1yc62cyn8,28965.83315858
t1drZfbd7Nh9knWoRSyoyY2auPZsN638e41,RVG9jn6G1CAjFt7iyiyyVjpBuB8sxBezMi,27625.25881653
t1Ki5P8rQKb8yyvmznobMmaVx5sK2cB2xoN,RB7fTKKYx69xTJ6JKYmMjHjEbUaYTsAW9w,27460.97202004
t1bDbhmBexUBcwKoF9SvQqFUwPA9uozjQBA,RSdBmweoayCbQh7YgC6QnxiDtmRRi18yAY,26354.46021803
t1NxBTktQGdPdTTR5tTZcSrPCMV4HLGHC88,REMmXwMYu8QbvpjPRCjcQZcUs6KoDEHeTq,24990.13772665
t1UbDznrXfsKHatGbttV5hrNzawHF6NqPtU,RKzp4yKgJNLG4FauRdf5fZcH6YYm3w8huR,24684.18569840
t1S5S6gbiBT88iXujoZy6xeR62XEMVzQpK5,RHV2As4rox97BuE3LK96vMeNY8VsGRTmBj,24072.52054074
t1K8JmZiqpxHK5GsSjAAn725Bk9EjQ3zmvH,RAXtqkBzTTJHYeBkFuLn4jJUFkWFEG1Xhu,21178.15875340
t1Lku8c99HHgwJC5CMypmbBFhpy4jxLyE67,RCAVCncHunhumZPVtizmYtUzLaLFnNA9P7,21000.39068239
t1Kkq1uo6mst7g6JJqFRv1XxCopnaghiKzE,RBAR66GFQNu69TccMzbuyFBVKS46eiWNoe,20500.76750008
t1TvMNZPV77Hz8Rzzhghak1ho5SqGpsUqgC,RKKwSjrdjcJxboKJERsahiw5b46nkBPbJ2,20130.49025304
t1fWcW4GErpSovmYFAEw3jHmQvhFnEUuTPZ,RWvCaEjPVKTnQ8rYgz73gzzhSJXJ8sDGBy,18496.46237477
t1bRkWmuhjRp5a6WNUMps4L5x1pKHaNnPPN,RSqLaxNrMvq43Tpg16zs23KEXRaoPyYbiW,17471.43750000
t1XUaeYjR8YxHb3xYgarTWyr6Cbm9mi5KoL,RNtAijCZm3yG4RGrDL2TUh5NiD2ffvHdis,17331.20456840
t1PLN5aT79DNgvFSJ4B9ENcDi9FxTursaCA,REjx9kvFmiPfPckbavKELKSzesDyiEQqvU,16504.64220004
t1d2SAihKDV9ZhcjhFFv6VtoPcEJ3dHzruh,RUS2EuATqzAYAz3zn166Tc2g7qZZU5goCB,16357.07320590
t1gTa38W75osj6kgMmFwSGCdTZopofM7s9p,RXsA7JyFiJtha7zfJ17SDurk5R6KUt7R3z,16000.61690698
t1gGnQY4PTyx1FiENpdehgavvimWTL6Au9Y,RXgNUiXY6Uxyj5YgMNpheJADENmyFdGqoD,15999.24620381
t1UvofAigb5MHwRBReHxByFnVggj8YNFadm,RLLPjMBqDaNGQnVjB38Bvy1nCHzeQqbtLT,15841.15199181
t1HxJs4tgMka3z9qAbKZAHaKSKX5gZRM7dH,R9MtwFMpzFb2TX9U84jAFHYiq8MCRwWBmS,15745.09223977
t1dYusvgP7WmxX8fwFvxmYUMxtUVL1c3ruU,RUxVx79Xk1nvzVzEng8mWBbFQ5kqrMBwo6,15736.91000000
t1ao6zFVRDYW6cetJd5XNtGSzUVTSevf8Wp,RSCh4RxZr3X562Cc9phNqygGz6ixbWZraW,15385.87673672
t1fFDF6aRtHuqEeHAuKZz3h7PjeDtPrhGY3,RWeoKH3aWnvoi1bUS4jz1QLgFFVQAUxVuY,15348.89097747
t1NQdVUPg1yfresFxm1H1HpwiXZWjLmq8yU,RDpDZerpeUgq8EaGHkT1FYB13AnFChPWWf,15151.49008273
t1fe1rwL5Dm9zEvupTL3CKCK2MuqF8aoLxX,RX3bw7oDrGAxiJE7z5DCGuYJsX6kvYtCV2,15062.49939774
t1RzjcWXTeUHK7HLaVCDoaYCUScJuHCJsgq,RHQKggzcGyJHaeet1wPoYFRkxDaREEL8dG,14999.99980000
t1UoqtQrjf7Sj3G8SNLFFaaRvsnQHC2Kpny,RLDRxbKtHcThWdSju5RFYHfDPPfo3BFSej,14871.99151023
t1TAmnKrBdvyTwh1Xc8qVXaodQ4GAm1A2jP,RJaMrWKLGRzSR4Kq8t1VVJ2uufXgZPoEKj,14812.59687841
t1NNw9Ph4gGHcz9AsMyJXFaqFiMSo4DxnFt,RDnXDaADJmJbTWVAtiUXDJ4YDxiJyuPDQP,14516.37144214
t1RvvAVkjYcY6MtCbLVT3YbJv5ZXLnuvkw9,RHLWEgDtB7Z4qFWtsEd3WJYCbAnrcZjrBJ,14498.69980000
t1M3PyEhUMyCw6vSd9exiwhEu98oTo5bsFU,RCSz3RAczUDuaHkvgQ8iuQUBek4yj15Wit,14106.22361046
t1QgcJWBJvox6NX9bXtEGsuAAFdHgxNpWds,RG6CNgeTZJy4qtTu4dQGqcPSmEZCmrSJEy,13596.98654825
t1TaMSkoDaMduh5SBduvksGs8BThS4JVXhT,RJywWwGNCretASkVAf6kpz6Qh4xww72arz,13442.12989480
t1U18gwUWyifjYscLYSxq4jeUqt1K6SC1Du,RKQim7wfcDgi2Eve5C8q2SsmMVGpxqAcqT,13375.11458907
t1cWAu4NfDP8EdwCYEHo1UWd1rhzdbyagmJ,RTukyEqoqt9D7JWqm2y1SDrJNKG9UuDkNa,13135.41774078
t1TcJQzEMNsrSh69WhKG1pgv6Q9NmvFYNTX,RK1tVAhW1NsRATTpE4S1nQ9NukeHirbSzR,12753.59420179
t1QtzMgj3VYjRmZWsAXq6HH8fSXEeouodp7,RGJaRsCC83kQEvqAhH16EzMwx8WAhTeTLY,12746.87102245
t1JTJC4Qf52Yv6v3iYNjMM2AbqYQj4EzUTD,R9rtGEsohXZtaHN257uMJjPtM9gEuHuVC2,12499.98960000
t1h4HEah8CopvNPUdXBkuHJ9poTKz2XTKWZ,RYTsJmAGqJqtqknw3vvuF1P7K4bVvxSH6z,12480.67637599
t1UyYT3CnKwQpgvKkhKNfH8fpkTrMJc1NcH,RLP8XDfvxSRoAHe4E4YfEqu7G57s8vV65w,12462.41757389
